author1_last_name,author1_first_name,author2_last_name,author2_first_name,editor1_last_name,editor1_first_name,title,original_date_of_publication,second_or_later_date_of_publication,volume,publisher,publisher_location,number_of_pages,dictation,name_of_transcriber,translation,name_of_translator,summary,occupations,date_of_birth,date_of_death,place_of_birth,other_places_lived
Darian,Ralph G.,N/A,N/A,N/A,N/A,My safaris via inferno: life and thoughts of an Armenian-American lawyer.,1959,N/A,N/A,Exposition Press,New York,112 p.,N/A,N/A,N/A,N/A,A collection of sporadic memories and opinions written by a Detroit lawyer who immigrated to the U.S. from Turkey in 1912 as a young man.,lawyer,N/A,N/A,N/A,N/A
Dark,Alvin,Underwood,John,N/A,N/A,"When in doubt, fire the manager: my life and times in baseball.",1980,N/A,N/A,E.P. Dutton,New York,242 p.,N/A,N/A,N/A,N/A,"After his career as a baseball player, Dark became a baseball manager, often hired and fired by such teams as the Kansas City Athletics and the Cleveland Indians. His zealous Christianity was compromised by family difficulties and an extramarital relationship of five years that eventually led to a second marriage. This stability led to the reemergence of his strong religion and to professional success.","baseball player, manager",1923,N/A,N/A,N/A
Daugherty,Edgar Fay,N/A,N/A,N/A,N/A,A Hoosier parson: his boosts and bumps (an apologia pro mea vita).,1951,N/A,N/A,Meador Publishing Co.,Boston,224 p.,N/A,N/A,N/A,N/A,"Individualist, sportsman, and Christian, Daugherty affirms his faith in an autobiography which is candid and friendly.",parson,1874,1957,N/A,N/A
Daugherty,Hugh Duffy,Diles,Dave,N/A,N/A,Duffy: an autobiography.,1974,N/A,N/A,"Doubleday & Co., Inc.","Garden City, New York",168 p.,N/A,N/A,N/A,N/A,"The well-loved coach of the Michigan State Spartans for nineteen years, who later became part of the ABC College Game of the Week team, recalls his successful career and tells tall tales of collegiate sports.",coach,N/A,N/A,N/A,N/A
Daugherty,Robert Dodds,N/A,N/A,N/A,N/A,Chill yblast: a narrative.,1948,N/A,N/A,Sewell and Duke,"Santa Ana, California",85 p.,N/A,N/A,N/A,N/A,Youth in rural Iowa; college professor of math at Iowa State Teachers College and Kansas State College; narrated in eighteenth-century comic style.,college professor,b. 1874,N/A,N/A,N/A
Davenport,Marcia,N/A,N/A,N/A,N/A,Too strong for fantasy.,1967,N/A,N/A,Charles Scribner's Sons,New York,483 p.,N/A,N/A,N/A,N/A,"Devoted to the world of music (her mother was opera star Alma Gluck) and of fiction writing, Davenport writes also of her support for Willkie's presidential campaign, her attachment to Czechoslovakia, and her admiration of the Masaryk Republic.",N/A,1903,N/A,N/A,N/A
David,Ebenezer,N/A,N/A,Black,Jeannette D.,"A Rhode Island chaplain in the Revolution: letters of Ebenezer David to Nicholas Brown, 1775-1778.",1949,1972,N/A,Kennikat,"Port Washington, New York",82 p.,N/A,N/A,N/A,N/A,"The author joined the Continental Army soon after his ordination and wrote these letters to Brown, a merchant in Providence. They describe the life and activities of an army chaplain of the time and contain valuable accounts of actions in which Rhode Island troops took part.",chaplain,N/A,1778,N/A,N/A
David,Solomon D.,N/A,N/A,Moffet,J. Robert,Transfigured: the autobiography of Solomon D. David.,1979,N/A,N/A,Disciples Divinity House of the University of Chicago,Chicago,82 p.,YES,J. Robert Moffet,N/A,N/A,"In 1908 he immigrated to America from Syria to begin his education. He went first to Macalester College in Minneapolis, then on to medical school at the University of Minnesota. He established a practice as an orthopedic surgeon in Houston where he was also active in the Lebanese community. He published four books of Arabic poetry.",orthopedic surgeon,1888,1977,N/A,N/A
Davidson,Bruce Landon,N/A,N/A,N/A,N/A,Bruce Davidson photographs: (including autobiographical sketch).,1978,N/A,N/A,Agrinde/Summit Books,New York,167 p.,N/A,N/A,N/A,N/A,Davidson's eloquent autobiographical introduction to this handsome collection of photographs reveals the intimate interweaving of representative life and art.,photographer,1933,N/A,N/A,N/A
Davidson,Donald,N/A,N/A,Fain,John Tyree,The literary correspondence of Donald Davidson and Allen Tate.,1974,N/A,N/A,University of Georgia Press,Athens,442 p.,N/A,N/A,N/A,N/A,"This literary correspondence began when the two were apprentices to poetry and in 1922 agreed to exchange poems and criticism. Although they were different in temperament, personality, and experience, they continued to correspond until 1966, resulting in a remarkable dialogue about the nature of the literary vocation in the past two centuries.",poet,1893,1968,N/A,N/A
Davidson,John Wynn,N/A,N/A,Wilke,Philip J.,The expedition of Capt. J.W. Davidson from Fort Tejon to the Owens Valley in 1859.,1976,N/A,N/A,Ballena Press,"Socorro, New Mexico",55 p.,N/A,N/A,N/A,N/A,"Army Captain Davidson was sent to the Santa Clara Valley in California to apprehend the Paiute Indians who were allegedly stealing the white settlers' horses. In precise ethnographic and geographic notations, he describes the territory and the tribes.",Army Captain,1823,1881,N/A,N/A
Davies,Samuel,N/A,N/A,Pilcher,George William,"Reverend Samuel Davies abroad: the diary of a journey to England and Scotland, 1753-55.",1967,N/A,N/A,University of Illinois Press,Urbana,176 p.,N/A,N/A,N/A,N/A,"Davies' journal chronicles a trip to England on behalf of American Presbyterians to solicit funds and support for the College of New Jersey and Presbyterians in Virginia. His observations are colorful and, to this age, quaint.",N/A,1724,1761,N/A,N/A
Davis,Angela,N/A,N/A,N/A,N/A,With my mind on freedom: an autobiography.,1944,1975,N/A,Bantam Books,New York,399 p.,N/A,N/A,N/A,N/A,"In the late Sixties, Davis emerged as a central figure in revolutionary politics. One of the first Black women to popularize the Afro hair style, she focused most of her energies for several years on political activism and was imprisoned for allegedly supplying guns to members of the Black Panther party. Her story is a significant social document of the times.",Political activist,N/A,N/A,N/A,N/A
Davis,Charles,Simon,RE.,N/A,N/A,On my own.,1922,1970,N/A,Childrens Press,Chicago,63 p.,N/A,N/A,N/A,N/A,"Recounting the story of his youth, army experience, and the founding of his own public relations firm, Davis writes in simple language suitable for the guidance of children interested in careers in public relations work.",Public relations expert,1922,N/A,N/A,N/A
Davis,Clive,Willwerth,James,N/A,N/A,Clive — inside the record business.,1932,1975,N/A,"William Morrow & Co., Inc.",New York,300 p.,N/A,N/A,N/A,N/A,"An important figure in the revolution in the record industry, which in the 1960's saw the emergence of rock music as a cultural medium. He focuses on his years with Columbia Records, 1960-1973, when he signed and promoted pioneering rock artists, many of whom he discusses here.",Music executive,1932,N/A,N/A,N/A
Davis,Clyde Brion,N/A,N/A,N/A,N/A,The age of indiscretion.,1894,1950,N/A,J.B. Lippincott Co.,Philadelphia,284 p.,N/A,N/A,N/A,N/A,Reflections on his childhood and youth in Missouri in the early twentieth century together with observations on how conditions have improved during the intervening fifty years.,Author,1894,1962,N/A,N/A
Davis,Elmer Holmes,N/A,N/A,Lloyd,Robert,By Elmer Davis.,1890,1964,N/A,The Bobbs-Merrill Co.,Indianapolis,370 p.,N/A,N/A,N/A,N/A,"This is a collection of fiction and essays, some autobiographical in nature, by a news commentator who dared speak for individual freedom during the McCarthy era.","News commentator, author",1890,1958,N/A,N/A
Davis,Garry,N/A,N/A,N/A,N/A,The world is my country.,1922,1961,N/A,G.P. Putnam's Sons,New York,254 p.,N/A,N/A,N/A,N/A,"Determined to become a 'citizen of the world,' Davis renounced his U.S. citizenship in Paris in 1948 and for a decade traveled worldwide, voluntarily and by deportation. He wanted to 'prove' that an individual can obtain 'world legality grounded in reasoned freedom and justice,' but he was most often jailed and ridiculed for his efforts. A self-defense.","Writer, activist",1922,N/A,N/A,N/A
Davis,Harriet Ide,N/A,N/A,N/A,N/A,World on my doorstep: a venture in international living.,1892,1947,N/A,Simon and Schuster,New York,274 p.,N/A,N/A,N/A,N/A,"Life in Geneva 1931-1941, while raising a family; revealing a deep concern for international peace.","Author, activist",1892,1974,N/A,N/A
Davis,Hassoldt,N/A,N/A,N/A,N/A,World without a roof: an autobiography.,1907,1957,N/A,"Duell, Sloan and Pearce",New York,436 p.,N/A,N/A,N/A,N/A,"The international adventures of an explorer, writer, and combat soldier.","Explorer, writer, soldier",1907,1959,N/A,N/A
Davis,Jefferson,N/A,N/A,Richardson,James D.,"The messages and papers of Jefferson Davis and the Confederacy: including diplomatic correspondence, 1861-1865.",1808,1966,2v.,Chelsea House— Robert Hector,New York,N/A,N/A,N/A,N/A,N/A,"Without any sectional or political bias, Richardson has compiled and edited all the messages, proclamations, and inaugural addresses of Jefferson Davis, President of the Confederate States, as well as the important diplomatic correspondence of the Confederacy.",Politician,1808,1889,N/A,N/A
Davis,Jefferson,N/A,N/A,Monroe,Haskell M.,The papers of Jefferson Davis.,1808,1971,N/A,Louisiana State University Press,Baton Rouge,567 p.,N/A,N/A,N/A,N/A,"Davis, the leader of the Confederacy, was blamed by both sides — by the South, because he failed, and by the North, because he tried to succeed. Later more objective assessments recognized his unquestioned integrity, courage, dedication to duty, and strong leadership qualities.",Politician,1808,1889,N/A,N/A
Davis,Jefferson,N/A,N/A,Strode,Hudson,"Private letters, 1823-1889.",1808,1966,N/A,"Harcourt, Brace & World, Inc.",New York,580 p.,N/A,N/A,N/A,N/A,"This selection of private letters by the President of the Confederacy includes some previously printed, but a large proportion, including those to and from his wife Varina while he was in prison after the Civil War, have not been printed before in their entirety.",Politician,1808,1889,N/A,N/A
Davis,Jehiel Shotwell,N/A,N/A,N/A,N/A,A teacher's story: an autobiography.,1892,1961,N/A,The Christopher Publishing,Boston,292 p.,N/A,N/A,N/A,N/A,A strict conservative moralist depicts the spiritual and professional achievements of his life as a teacher in Chicago.,Teacher,1892,N/A,N/A,N/A
Davis,Jerome,N/A,N/A,N/A,N/A,A life adventure for peace: an autobiography.,1891,1967,N/A,Citadel Press,New York,208 p.,N/A,N/A,N/A,N/A,"Davis, a prolific author of books with a social mission and a professor of sociology at Dartmouth and at Yale, describes his life of social activism to promote peace, which took him to Russia and to the German death camps before World War II, and which led him to establish and subsidize Promoting Enduring Peace, Inc.","Author, sociologist",1891,1979,N/A,N/A
Davis,Jesse Buttrick,N/A,N/A,N/A,N/A,The saga of a schoolmaster; an autobiography.,1871,1956,N/A,Boston University Press,Boston,311 p.,N/A,N/A,N/A,N/A,"Davis, whose final position was Dean of the Boston University School of Education, achieved eminence as an educator through talent, kindness, and extraordinary energy. His life and career, encompassing jobs as high school teacher, principal, city director of guidance, junior college president, state supervisor of education, provide a micro-history of American secondary education in the 'Modern Era' (1890-1950).",Educator,1871,1955,N/A,N/A
Davis,Julia,N/A,N/A,N/A,N/A,Legacy of love.,1900,1961,N/A,"Harcourt Brace and World, Inc.",New York,237 p.,N/A,N/A,N/A,N/A,"Memories of life in an extended family surrounded by loving individualists including her grandparents and father, John W. Davis, an attorney, ambassador to London, and presidential candidate.",Author,1900,N/A,N/A,N/A
Davis,Loyal Edward,N/A,N/A,N/A,N/A,A surgeon's odyssey.,1896,1973,N/A,"Doubleday & Co., Inc.","Garden City, New York",336 p.,N/A,N/A,N/A,N/A,"A wise, humane review of his medical practice and related experience by a man who became a neurological surgeon and Chairman of Surgery at Northwestern University School of Medicine.",Surgeon,1896,1973,N/A,N/A
Davis,Mary Elizabeth,N/A,N/A,Mullen,Delle,"The neglected thread: a journal from the Calhoun Community, 1836-1842.",1817,1951,N/A,University of South Carolina Press,Columbia,256 p.,N/A,N/A,N/A,N/A,Diary of the early years of an educated writer gives an account of people and customs of the rural South and her feelings about them; ends with her religious conversion and decision to marry.,Writer,1817,1903,N/A,N/A
Davis,Noah,N/A,N/A,Whiteman,Maxwell,"A narrative of the life of Rev. Noah Davis, a colored man: written by himself, at the age of fifty-four.",b.1803,1969,N/A,Rhistoric Publications,Philadelphia,86 p.,N/A,N/A,N/A,N/A,"This narrative, 'printed solely for the author's benefit,' was written to raise money so that Davis could buy his last two children out of slavery, having already purchased his wife and five of his children. His story is simple and to the point — he recounts his early slave life, buying his freedom, religious conversion, marriage, preaching, and multiple efforts to raise money for his family's freedom.",Minister,N/A,N/A,N/A,N/A
Davis,Owen,N/A,N/A,N/A,N/A,"My first fifty years in the theatre: the plays, the players, the theatrical managers and the theatre itself as one man saw them in the fifty years between 1897 and 1947.",N/A,1950,N/A,Walter H. Baker Co.,Boston,157 p.,N/A,N/A,N/A,N/A,"In recounting many happy memories of his working life, the writer briefly lists his plays, producers, and casts over the years spent in New York and Hollywood.",Playwright,N/A,N/A,N/A,N/A
Davis,Reuben,N/A,N/A,McCain,William D.,Recollections of Mississippi and Mississippians.,N/A,1972,N/A,University and College Press of Mississippi,Hattiesburg,456 p.,N/A,N/A,N/A,N/A,"Davis served as a U.S. Congressman, was a leading lawyer, and a Brigadier General for the Confederacy. His book describes his prominent role in the development of the state of Mississippi before the Civil War.","Politician, lawyer",1864,1916,N/A,N/A
Davis,Richard Harding,N/A,N/A,Davis,Charles Belmont,The adventures and letters of Richard Harding Davis.,N/A,1974,N/A,Beekman Publishers,New York,417 p.,N/A,N/A,N/A,N/A,"Davis reported for Philadelphia and New York newspapers and was particularly noteworthy for his accounts of six wars, including the Greco-Turkish War (1897), the Spanish-American, and the first part of World War I. He wrote novels, short stories, plays, and travel articles featuring his personal adventures in picturesque places.","Journalist, author",1864,1916,N/A,N/A
Davis,Richard Harding,N/A,N/A,N/A,N/A,Year from a reporter's notebook.,1864,1970,N/A,Arno Press,New York,305 p.,N/A,N/A,N/A,N/A,"A journalist's notes on major international events from May 1896 to June 1897, including Czar Nicholas II's coronation, President McKinley's inauguration, and wartime letters from Turkey, Greece and Cuba.",Journalist,1864,1916,N/A,N/A
Day,Dorothy,N/A,N/A,N/A,N/A,The long loneliness.,1897,1972,N/A,Curtis Books,New York,318 p.,N/A,N/A,N/A,N/A,"Raised an Episcopalian, she converted to Catholicism, became co-founder of the Catholic Worker, a newspaper based on a philosophy of anarchism and pacifism.","Activist, writer",1897,N/A,N/A,N/A
Davis,S. Chester,N/A,N/A,N/A,N/A,What? had I shot him?,b.1883,1975,N/A,Dorrance & Co.,Philadelphia,171 p.,N/A,N/A,N/A,N/A,"Written when he was over ninety, this book describes the long, successful career of a businessman who began his career in Marion, Ohio, and finally settled in Tulsa. He worked in a variety of businesses, the last of which was petroleum.",Businessman,b.1883,N/A,N/A,N/A
Davis,"Sammy, Jr.",N/A,N/A,Boyar,Jane and Burt,"Yes I can: the story of Sammy Davis, Jr.",1925,1965,N/A,"Farrar, Straus & Giroux",New York,612 p.,N/A,N/A,N/A,N/A,"After struggling many years to reach star status in show business, he was set back by a serious automobile accident and the loss of an eye, but still made top billing, overcoming racial prejudice along the way.","Actor, singer",1925,N/A,N/A,N/A
Davis,Stephen Chapin,N/A,N/A,Richards,Benjamin B.,California Gold Rush merchant: the journal of Stephen Chapin Davis.,1833,1956,N/A,The Huntington Library,San Marino,124 p.,N/A,N/A,N/A,N/A,An interesting view of the Gold Rush by a seventeen-year-old merchant from New England (1850-1854).,Merchant,1833,1856,N/A,N/A
Davis,William Heath,N/A,N/A,Small,Harold,"Seventy-five years in California: recollections and remarks by one who visited these shores in 1831, and again in 1833, and except when absent on business was a resident from 1838 until the end of a long life in 1909.",1822,1967,N/A,John A. Howell Books,San Francisco,345 p.,N/A,N/A,N/A,N/A,"A human and mercantile history of San Francisco (1833-1906) from the lively and humanistic viewpoint of a civic-minded merchant. An invaluable account of social, business, and civic customs and manners.",Merchant,1822,1909,N/A,N/A
Davison,Peter Hubert,N/A,N/A,N/A,N/A,Half remembered; a personal history.,1928,1973,N/A,Harper & Row,New York,245 p.,N/A,N/A,N/A,N/A,"A poet examines his life and his parents' gifts to him, remembering and unraveling the past. He concludes that his poetry comes from the midst of life — between childhood and old age, between the conscious and the unconscious, between home and work.",Poet,1928,N/A,N/A,N/A
Dawson,Leonard Ray,Sahadi,Lou,N/A,N/A,Len Dawson: pressure quarterback.,1935,1970,N/A,Cowles Book Co.,New York,245 p.,N/A,N/A,N/A,N/A,"Star quarterback for the Kansas City Chiefs (1963-69), he wrote his life story after he was accused of gambling connections. The book focuses on his performance in the Super Bowl 1969, the climax of his career.",Football player,1935,N/A,N/A,N/A
DeBidoli,Emi,N/A,N/A,N/A,N/A,Reminiscences of a vocal teacher.,1946,N/A,N/A,Emi De Bidoli,Cleveland,97 p.,N/A,N/A,N/A,N/A,"Voice teacher in Cleveland for 24 years, she was well-known and respected in music and literary circles in the United States and Europe.",voice teacher,N/A,N/A,N/A,Cleveland
Deer,Ada,Simon,RE.,N/A,N/A,Speaking out.,1970,N/A,N/A,Childrens Press,Chicago,63 p.,N/A,N/A,N/A,N/A,"The daughter of a Menominee Indian father and a white mother tells of her youth, education, and career in social work.",social worker,N/A,N/A,N/A,N/A
DeForest,Elsie Davis,N/A,N/A,N/A,N/A,Out of my cabin.,1956,N/A,N/A,Christopher Publishing House,Boston,180 p.,N/A,N/A,N/A,N/A,"The author, a schoolteacher, describes how she, her ailing mother, and intermittently invalid husband lived through the Depression in 'Owl Center,' a home they built on ten wooded acres in the Ozarks, near Neosho, Missouri.",schoolteacher,N/A,N/A,N/A,"Ozarks, near Neosho, Missouri"
De Forest,John William,Potter,David Morris,Croushore,James H.,Union officer in the Reconstruction.,1948,1968,N/A,Shoe String Archon,"Hamden, Connecticut",211 p.,N/A,N/A,N/A,N/A,"An agent of the Freedman's Bureau in Greenville, South Carolina (1866-67), a young Union officer writes with compassion a first-hand account of whites and Blacks, Northerners and Southerners, the high-minded and the low-down in a country beggared by war.",Union officer,1826,1906,N/A,South Carolina
DeForest,John William,N/A,N/A,Croushore,James H.,Volunteer's adventures: a Union captain's record of the Civil War.,1946,1970,N/A,Shoe String Archon,"Hamden, Connecticut",237 p.,N/A,N/A,N/A,N/A,DeForest's outstanding record of camp life in letters mostly to his wife (1862-1864); the author of Miss Ravenel's Conversion (1865).,Union captain,1826,1906,N/A,N/A
DeForest,Lee,N/A,N/A,N/A,N/A,Father of radio: the autobiography of Lee DeForest.,1950,N/A,N/A,"Wilcox Follett, Co.",Chicago,502 p.,N/A,N/A,N/A,N/A,Recollections of his personal life and long years of work in developing radio by electronic engineer and inventor.,"electronic engineer, inventor",1873,1961,N/A,N/A
DeKruif,Paul Henry,DeKruif,Rhea,N/A,N/A,Life among the doctors.,1949,N/A,N/A,"Harcourt, Brace and Co.",New York,470 p.,N/A,N/A,N/A,N/A,Scientist-writer chronicles ten years (1938-1948) of medical practice advances.,"scientist, writer",1890,1971,N/A,N/A
Demarest,Victoria Booth-Clibborn,N/A,N/A,Wedel,Cynthia C.,"God, woman and ministry.",1978,N/A,N/A,Sacred Arts International,"St. Petersburg, Florida",182 p.,N/A,N/A,N/A,N/A,"Demarest, granddaughter of Salvation Army founder William Booth, followed in her parents' and grandparents' evangelical footsteps and spent a vigorous lifetime preaching around the world. She devotes half the book to justifying the case for women clergy and the other half to describing her marriage, motherhood, and career as an internationally known clergywoman.",clergy,N/A,N/A,N/A,N/A
DeMille,Agnes,N/A,N/A,N/A,N/A,And promenade home.,1958,N/A,N/A,"Little, Brown and Co.",Boston,301 p.,N/A,N/A,N/A,N/A,"The story of her developing success as a dancer and choreographer and of her marriage to Walter Prude during the war years, 1942-1945.","dancer, choreographer",1908,N/A,N/A,N/A
DeMille,Agnes,N/A,N/A,N/A,N/A,Dance to the piper.,1951,N/A,N/A,"Little, Brown and Co.",Boston,342 p.,N/A,N/A,N/A,N/A,The story of an American dancer and choreographer from her youth and early career to the success of Oklahoma and her marriage.,"dancer, choreographer",1908,N/A,N/A,N/A
DeMille,Agnes,N/A,N/A,N/A,N/A,"Speak to me, dance with me.",1973,N/A,N/A,"Little, Brown and Co.",Boston,404 p.,N/A,N/A,N/A,N/A,"Based on her diaries and correspondence, the book conveys the essence of her driving need to dance and the hardship involved in her struggle to become a successful artist.","dancer, choreographer",1908,N/A,N/A,N/A
DeMille,Agnes,N/A,N/A,N/A,N/A,Where the wings grow.,1978,N/A,N/A,"Doubleday & Co., Inc.","Garden City, New York",286 p.,N/A,N/A,N/A,N/A,"A warm, somewhat nostalgic recollection of her lost youth, innocence, and rapport with the country woods of New England. She conveys a sense of her independence, lively spirit, and temperament which later made her a great dancer and choreographer.","dancer, choreographer",1908,N/A,N/A,N/A
DeMille,Cecil Blount,N/A,N/A,Hayne,Donald,The autobiography of Cecil B. DeMille.,1959,N/A,N/A,"Prentice-Hall, Inc.","Englewood Cliffs, New Jersey",465 p.,N/A,N/A,N/A,N/A,"During his career in Hollywood (1913-1956), he directed seventy films, many of which were spectacular pictures like his last one, The Ten Commandments. His book, like his films, has a crowded set, filled with the history of Hollywood.","director, filmmaker",1881,1959,N/A,N/A
Dempsey,Jack,Dempsey,Barbara Piattelli,N/A,N/A,Dempsey.,1960,1977,N/A,Harper & Row,New York,320 p.,N/A,N/A,N/A,N/A,"Dempsey recounts his career as a boxer, culminating in his defeat of Gene Tunney in Chicago in 1927. He was also a Hollywood film star, specializing in 'Big Hero' roles in which he beat up an assortment of rivals and villains. For 37 years he ran a popular Broadway restaurant.","boxer, film star, restaurant owner",1895,N/A,N/A,N/A
Dennis,Eugene,N/A,N/A,Dennis,Peggy,Letters from prison.,1956,N/A,N/A,International Publishers,New York,157 p.,N/A,N/A,N/A,N/A,"Eugene Dennis, general secretary of the American Communist Party, wrote letters to his wife and son throughout his imprisonment in the Atlanta Federal Penitentiary (1950-55). Jailed under the Smith Act for his communist activities, Dennis keeps a resolutely optimistic spirit, expresses interest in his young son's activities, and comments extensively on current events during the Cold War Era.",politician,1905,1961,N/A,N/A
Dennis,Peggy,N/A,N/A,N/A,N/A,"The autobiography of an American Communist: a personal view of a political life, 1925-1975.",1977,N/A,N/A,"Lawrence Hill & Co., Creative Arts Book Co.","Westport, Connecticut",302 p.,N/A,N/A,N/A,N/A,"The common-law wife of American Communist Party leader Eugene Dennis presents their personal lives and the efforts of communists at home and abroad to promote social change, economic equity, and civil rights. They organized California farm laborers in the 1920's, worked for the Comintern in Moscow in the 30's, and left a son to be reared by the communists. Dennis was jailed, 1950-55, in a wave of anti-Communist sentiment, a particularly difficult time for Peggy.",politician,1909,N/A,N/A,N/A
Denny,Ebenezer,N/A,N/A,N/A,N/A,"Military journal of Major Ebenezer Denny: an officer in the Revolutionary and Indian Wars, with an introductory memoir.",1859,1971,N/A,Arno & Press,New York,288 p.,N/A,N/A,N/A,N/A,"Most of the events he describes (1781-1795) occurred in various battles in Pennsylvania among famous contemporary military leaders, providing an interesting record of the men and their war. Appended are letters of the same period by his friend and commander Josiah Harmer. Denny later settled in Pittsburgh where he became a prominent banker.","officer, banker",1761,1822,N/A,Pittsburgh
Dent,Harry Shuler,N/A,N/A,N/A,N/A,The prodigal South returns to power.,1978,N/A,N/A,John Wiley & Sons,New York,308 p.,N/A,N/A,N/A,N/A,"Special Counsel to the President, Richard Nixon (1969-72), Dent explains the 'Southern strategy' which he masterminded and which he claims restored the two-party system to the post-bellum Democratic South and brought Southern politics again into the national mainstream as a force to be reckoned with.",politician,1930,N/A,N/A,N/A
Depew,Chauncey Mitchell,N/A,N/A,N/A,N/A,My memories of eighty years.,1924,N/A,N/A,Charles Scribner's Sons,New York,417 p.,N/A,N/A,N/A,N/A,"A detailed insider's look at New York state and national politics during and following the Civil War. The author's rapid rise to national prominence is chronicled with portraits of the important people he knew from Lincoln and Horace Greeley to James Russell Lowell and Commodore Vanderbilt. A who's who of politics, literature, and industry (particularly railroading) during the author's eighty years as a public figure.",politician,1834,1928,N/A,N/A
DeQuattrociocchi,Niccolo,N/A,N/A,N/A,N/A,Love and dishes.,1950,N/A,N/A,"The Bobbs-Merrill Co., Inc.",Indianapolis,416 p.,N/A,N/A,N/A,N/A,Humorous accounts of his interest in young women and good food by the owner of El Borracho Restaurant in New York; includes large section of recipes from his own and other famous restaurants with accompanying remarks.,restaurateur,1899,N/A,N/A,New York
Derleth,August William,N/A,N/A,N/A,N/A,Walden West.,1961,N/A,N/A,"Duell, Sloan and Pearce",New York,262 p.,N/A,N/A,N/A,N/A,"Sac Prairie, Wisconsin, became his Walden — a microcosm of life in any world. With some nostalgia for passing times and values, he describes his childhood, his grandparents and others whose wisdom marked his experience, his interest in writing, his long correspondence with H.P. Lovecraft.",writer,1909,1971,N/A,N/A
deRopp,Robert S.,N/A,N/A,N/A,N/A,Warrior's way: the challenging life games.,1979,N/A,N/A,Delacorte Press,New York,405 p.,N/A,N/A,N/A,N/A,"De Ropp discusses his upbringing in England, his education in biochemistry at the Royal College of Science in London, and his subsequent emigration to New York as a cancer researcher at the Rockefeller Institute. The dominant motif of de Ropp's life is his absorption with mysticism as manifested in the Warrior's Way, a philosophy of life that led him to be a disciple of Gurdjieff and Ouspensky.",cancer researcher,N/A,N/A,N/A,N/A
Derstine,Gerald,N/A,N/A,Layman,Joanne,Following the fire.,1980,N/A,N/A,Logos International,"Plainfield, New Jersey",277 p.,YES,Joanne Layman,N/A,N/A,"Derstine's story is essentially a string of unusual manifestations of the Holy Spirit as experienced by him, his family, and his church brethren. The events that became commonplace to him included wrestling with Satan, speaking in tongues, being directed in every action by spoken works or mailed letters dictated by God, and on one occasion, his own metamorphosis into a worm. Abandoned and feared by his church and his family, Derstine became a widely known speaker/minister before being readmitted to the Mennonite Church in 1970.",minister,N/A,N/A,N/A,N/A
Dewey,Albert Peter,N/A,N/A,N/A,N/A,As they were.,1946,N/A,N/A,The Beechhurst Press,New York,233 p.,N/A,N/A,N/A,N/A,"Describes his life in France, 1939-40, while serving in the Polish Military Ambulance Corps.",N/A,1916,1945,N/A,France
Dessauer,John Hans,N/A,N/A,N/A,N/A,My years with Xerox; the billions nobody wanted.,1971,N/A,N/A,"Doubleday & Co., Inc.","Garden City, New York",239 p.,N/A,N/A,N/A,N/A,"The story of the remarkable development of Xerox from its origin as an invention by Chester Carlson developed by the Haloid Company to the evolution of one of America's largest and most dynamic corporations. The author was a prime maker of this history, having served as executive vice-president of Xerox, vice-chairman of its Board of Directors, and head of Research and Development. He recognized the potential of the invention and aided in its development from the beginning.","executive, business leader",1905,N/A,N/A,N/A
Dewey,John,Bentley,Arthur F.,Ratner,Sidney,A philosophical correspondence: 1932-1951.,1964,N/A,N/A,Rutgers University Press,"New Brunswick, New Jersey",737 p.,N/A,N/A,N/A,N/A,"These wide-ranging, articulate letters form a series of philosophical dialogues between America's renowned philosopher and a foremost theorist in political science, sociology, and psychology. They discuss their respective work, the work of others (from Aristotle to Bertrand Russell), and such philosophical issues as the nature of perception, language, knowing, meaning, fact, experience, cognition, definition, space-time, transaction, and a host of other matters.",philosopher,1859,1952,N/A,N/A
Deter,Arthur B.,N/A,N/A,N/A,N/A,"Forty years in the land of tomorrow, 1901-1940.",1946,N/A,N/A,The Broadman Press,"Nashville, Tennessee",207 p.,N/A,N/A,N/A,N/A,A Baptist minister describes his life as a missionary in rural Brazil.,"Baptist minister, missionary",1868,1945,N/A,Brazil
de Trevino,Elizabeth Borton,N/A,N/A,Cousins,Margaret,The hearthstone of my heart.,1977,N/A,N/A,Doubleday and Company,"Garden City, New York",225 p.,N/A,N/A,N/A,N/A,"De Trevino writes nostalgically about her family and childhood in Bakersfield, California, in the early 1900's. She talks about her start as a reporter in Boston, her eventual move back to California as a Hollywood reporter, and ends her story in Mexico when she meets her future husband.",reporter,1904,N/A,California,N/A
de Trevino,Elizabeth Borton,N/A,N/A,N/A,N/A,My heart lies South: the story of my Mexican marriage with epilogue.,1953,1972,N/A,Thomas Y. Crowell Co.,New York,252 p.,N/A,N/A,N/A,N/A,"While working as a reporter for a Boston newspaper in Mexico during the 1930's, she married Luis Trevino. Her book describes her life and marriage in Mexico. The 1972 edition adds an epilogue emphasizing the economic and social changes that occurred and the continuing centrality of the family in Mexican life.",reporter,1904,N/A,California,Mexico
Detzer,Dorothy,N/A,N/A,N/A,N/A,Appointment on the hill.,1948,N/A,N/A,Henry Holt and Co.,New York,262 p.,N/A,N/A,N/A,N/A,Lobbyist for the Women's International League for Peace and Freedom (1925-1946) describes her activities as a pacifist through the war years.,"lobbyist, pacifist",1900,N/A,N/A,N/A
