author1_last_name,author1_first_name,author2_last_name,author2_first_name,editor1_last_name,editor1_first_name,title,original_date_of_publication,second_or_later_date_of_publication,volume,publisher,publisher_location,number_of_pages,dictation,name_of_transcriber,translation,name_of_translator,summary,occupations,date_of_birth,date_of_death,place_of_birth,other_places_lived
Bart,Jan,N/A,N/A,Ruben,Barney,I lost a thousand pounds,N/A,1957,N/A,Oceana Publications,New York,240 p,N/A,N/A,N/A,N/A,A theater and night club entertainer writes to explain the childhood origins of his obesity and to illustrate the thesis that 'I've lost a thousand pounds in my time.',N/A,1919,1971,N/A,N/A
Bartlert,Josiah,N/A,N/A,Mevers,Frank C.,The papers of Josiah Bartlert,N/A,1979,N/A,University Press of New England,"Hanover, New Hampshire",447 p,N/A,N/A,N/A,N/A,"This volume consists primarily of letters to and from Bartlett, 1775-1795, revealing his political activities and personal insights.",N/A,1729,1795,N/A,N/A
Barton,George A.,N/A,N/A,N/A,N/A,My lifetime in sports,N/A,1957,N/A,Olympic Press,"Minneapolis, Minnesota",340 p,N/A,N/A,N/A,N/A,"A sports reporter and sports editor of the Minneapolis Tribune for fifty years reminisces about notable sports events and players, mostly in boxing, football, and baseball, and identifies some of his notable sports scoops.",N/A,1885,1969,N/A,N/A
Bartram,William,N/A,N/A,Van Doren,Mark,Travels of William Bartram,1791,1955,N/A,Dover Publications,New York,414 p,N/A,N/A,N/A,N/A,"In 1773 Bartram set out for a trip in the South 'for the discovery of rare and useful productions of nature, chiefly in the vegetable kingdom.' His record is a major source of information on early American geography, anthropology, and natural history noting the characteristics of rivers, plants, fish, reptiles, birds, and Indian civilization and customs in the Carolinas, Georgia, and Florida.",N/A,1739,1823,N/A,N/A
Baruch,Bernard Mannes,N/A,N/A,N/A,N/A,Baruch,N/A,1957-1960,N/A,"Henry, Holt and Co.",New York,N/A,N/A,N/A,N/A,N/A,"A distinguished statesman and economist discusses his personal philosophy, his early years, and his success on Wall Street. The second volume emphasizes his active role in public life for fifty years.",N/A,1870,1965,N/A,N/A
Barziza,Decimus et Ultimus,N/A,N/A,Shuffler,R. Henderson,"Adventures of a prisoner of war, 1863-1864",1865,1964,N/A,University of Texas Press,Austin,140 p,N/A,N/A,N/A,N/A,"A Confederate officer, Barziza was wounded and captured at Gettysburg and imprisoned at Johnson's Island, Ohio. A year later he escaped while being transferred to another prison, made his way to Canada and finally back to North Carolina via a Canadian underground system established to assist Rebel soldiers.",N/A,1838,1882,N/A,N/A
Basloe,Frank J.,N/A,N/A,Rohman,D. Gordon,I grew up with basketball: twenty years of barnstorming with cage greats of yesterday,N/A,1952,N/A,Greenberg,New York,210 p,N/A,N/A,N/A,N/A,A retired commissioner of the New York State Basketball League recalls the early years of basketball when he was coach-manager of the Globe Trotters-Oswego Indians (1903-1923).,N/A,1887,1966,N/A,N/A
Bates,Daisy Gatson,N/A,N/A,N/A,N/A,The long shadow of Little Rock,N/A,1962,N/A,David McKay Co.,New York,234 p,N/A,N/A,N/A,N/A,"As head of the Arkansas NAACP and a resident of Little Rock, she led the two-year struggle of the Black community to integrate schools. During those violent years she lived under armed guard and carried a gun after her life and those of her sons were threatened repeatedly. As co-publisher of the State Press with her husband, she fought against police brutality, for CIO organizers, and for other social causes.",N/A,1920,N/A,N/A,N/A
Bates,Edward,N/A,N/A,Beale,Howard K.,The diary of Edward Bates: 1859-1866,1933,1971,N/A,Da Capo Press,New York,685 p,N/A,N/A,N/A,N/A,"A remarkably detailed record of public and private life during these years, including those he served as U.S. Attorney General, with accounts of political and military strategy, of national and local politics in St. Louis, of books he read, of the weather, his garden, the cost of a watch.",N/A,1793,1869,N/A,N/A
Bauer,Evelyn (Showalter),N/A,N/A,N/A,N/A,Through sunlight and shadow,N/A,1959,N/A,Herald Press,"Scottdale, Pennsylvania",221 p,N/A,N/A,N/A,N/A,"The story of an American missionary couple in Landour, North India, and Kodiakanal, South India, who learned to enter the exotic world of the Hindi. Their work was interrupted by Evelyn's illness, polio, which occurred when their son was eight months old and which left her paralyzed, but not demoralized. She learned to type with her left hand and wrote religious pieces and this autobiography during her convalescence.",N/A,N/A,N/A,N/A,N/A
Bauer,Harold,N/A,N/A,N/A,N/A,Harold Bauer: his book,1948,1969,N/A,Greenwood Press,New York,306 p,N/A,N/A,N/A,N/A,"A lively account of Bauer's London upbringing and musical training, twenty years as a concert pianist in Europe based in Paris, followed by forty years' residence and musical activities in America, particularly in New York and Hartford. Full of pleasant anecdotes about his musical contemporaries.",N/A,1873,1951,N/A,N/A
Baughman,Urbanus Edmund,N/A,N/A,Robinson,Leonard Wallace,Secret service chief,N/A,1961,N/A,"Harper & Row Publishers, Inc.",New York,266 p,N/A,N/A,N/A,N/A,In 1934 he became a Secret Service agent; in 1948 he became chief. His book describes his work for three presidents and their families and the criminal world he protected them from.,N/A,1905,1978,N/A,N/A
Baum,Vicki,N/A,N/A,N/A,N/A,It was all quite different: the memoirs of Vicki Baum,N/A,1964,N/A,"Funk & Wagnalls Co., Inc.",New York,372 p,N/A,N/A,N/A,N/A,"By the time she immigrated to the U.S. in 1931 she had established herself as a novelist (Grand Hotel); soon after that she became a well-known screenwriter in Hollywood. Her book describes her life among writers and intellectuals in Vienna, Berlin, and the U.S.",N/A,1888,1960,N/A,N/A
Bausum,Robert Lord,N/A,N/A,N/A,N/A,Pass it on: four generations of missionary service,N/A,1977,N/A,Vantage Press,New York,283 p,N/A,N/A,N/A,N/A,"Bausum tells the story of his career as a third-generation Baptist missionary with his wife in China, mostly in Kweilin. The account of religious zeal and hard work is intertwined with a history of Sino-Japanese politics in the 1920's and 30's, culminating in war which ultimately became part of World War II. For Bausum the war reflected the opposition of Communism (atheism) and Christianity. The Bausum family traveled hundreds of thousands of miles in evangelical activities on furlough in the United States.",N/A,N/A,N/A,N/A,N/A
Baxter,Anne,N/A,N/A,N/A,N/A,Intermission: a true story,1976,1978,N/A,Ballantine,New York,384 p,N/A,N/A,N/A,N/A,"Movie actress tells the story of her marriage to rancher and businessman Ron Gait, 1959-63, with whom she learned to love the Australian outback at Giro, Gait's ranch near Worcester. It was an exhilarating struggle to cope with marriage, maternity, and movie-making.",N/A,1923,N/A,N/A,N/A
Baxter,Gordon,N/A,N/A,Wilkinson,Stephan,Bax seat: log of a pasture pilot,N/A,1978,N/A,Ziff-Davis Flying Books,New York,212 p,N/A,N/A,N/A,N/A,This collection of the best of Baxter's humorous 'Bax Seat' columns and feature articles is a log of his love affair with airplanes and people.,N/A,N/A,N/A,N/A,N/A
Baxter,Gordon,N/A,N/A,N/A,N/A,Village creek: the first and only eyewitness account of the second life of Gordon Baxter,N/A,1979,N/A,Summit Books,New York,318 p,N/A,N/A,N/A,N/A,"A disc jockey discusses his 27-year marriage to 'the perfect mother' of his eight children, whom he left at 51.",N/A,1923,N/A,N/A,N/A
Bayh,Marvella,N/A,N/A,Kotz,Mary Lynn,Marvella: a personal journey,N/A,1979,N/A,Harcourt Brace Jovanovich,New York,310 p,N/A,N/A,N/A,N/A,"Marvella Bayh's forthright, compelling, intensely moving life story begins on an Oklahoma farm and continues through her life as the wife of a senator.",N/A,1933,1979,N/A,N/A
Beach,Barbara,N/A,N/A,N/A,N/A,MS and us: an autobiography,N/A,1976,N/A,Exposition Press,"Hicksville, New York",167 p,N/A,N/A,N/A,N/A,"Beach, a victim of multiple sclerosis, describes the gradual onset of the symptoms and the psychological and physical toll of the disease.",N/A,1933,N/A,N/A,N/A
Beach,Sylvia,N/A,N/A,N/A,N/A,Shakespeare and company,N/A,1959,N/A,"Harcourt, Brace and Co.",New York,230 p,N/A,N/A,N/A,N/A,"Her book describes her life as a bookseller, lending librarian, publisher, and patron to many who became prominent in the literary circle of Paris.",N/A,1887,1962,N/A,N/A
Bean,George H.,N/A,N/A,N/A,N/A,Yankee auctioneer: wherein are to be found the reminiscences and philosophy of a country auctioneer,N/A,1948,N/A,"Little, Brown and Co.",Boston,247 p,N/A,N/A,N/A,N/A,His experience on the back roads of the Connecticut Valley depicts a vanishing lifestyle.,N/A,1886,N/A,N/A,N/A
Bean,L.L.,N/A,N/A,Gould,John,My story: the autobiography of a down-East merchant,N/A,1960,N/A,L.L. Bean,"Freeport, Maine",163 p,N/A,N/A,N/A,N/A,L.L. Bean discusses his business and its impact on the Freeport economy along with family life and various hunting and fishing expeditions.,N/A,1872,1967,N/A,N/A
Beard,Frank,N/A,N/A,Schaap,Dick,Pro: Frank Beard on the golf tour,N/A,1970,N/A,The World Publishing Co.,Cleveland,323 p,N/A,N/A,N/A,N/A,A year in the life of a golf pro on tour based on his diary for 1969.,N/A,1939,N/A,N/A,N/A
Beattie,"Edward William, Jr.",N/A,N/A,N/A,N/A,Diary of a Kriegie,N/A,1946,N/A,Thomas Crowell Co.,New York,312 p,N/A,N/A,N/A,N/A,"A journalist who was a German prisoner of war completed his diary after the war, expanding his notes and including facts and opinions he could not safely have recorded in prison.",N/A,1909,N/A,N/A,N/A
Beatty,Charles,N/A,N/A,Klett,Guy Soulliard,"Journals of Charles Beatty, 1762-1769",N/A,1962,N/A,Pennsylvania State University Press,University Park,144 p,N/A,N/A,N/A,N/A,"Journals of three trips by Reverend Beatty, gathering information and preaching along with letters and other documents.",N/A,1715,1772,N/A,N/A
Beatty,John,N/A,N/A,Ford,Harvey S.,"Memoirs of a volunteer, 1861-1863",N/A,1946,N/A,"W.W. Norton and Co., Inc.",New York,317 p,N/A,N/A,N/A,N/A,"Beatty's diary records the war with candor and humor, documenting his rise from private to brigadier general.",N/A,1828,1914,N/A,N/A
Beaulac,Willard Leon,N/A,N/A,N/A,N/A,Career ambassador,N/A,1951,N/A,The Macmillan Co.,New York,262 p,N/A,N/A,N/A,N/A,Highlights of a 27-year career as Foreign Service officer and ambassador primarily in Central and South America.,N/A,1899,N/A,N/A,N/A
Beaumont,William,N/A,N/A,Miller,Genevieve,"Wm. Beaumont's formative years: two early notebooks, 1811-1821",N/A,1946,N/A,Henry Schuman,New York,87 p,N/A,N/A,N/A,N/A,"Notebooks include notes on his medical observations and travel, especially during the War of 1812.",N/A,1785,1853,N/A,N/A
Beauvoir,Simone de,N/A,N/A,N/A,N/A,America day by day,1952,1953,N/A,Grove Press,New York,337 p,N/A,N/A,N/A,N/A,"After traveling the United States for four months, the author shares her impressions of America's cities and culture.",N/A,1908,N/A,N/A,N/A
Bechet,Sidney,N/A,N/A,N/A,N/A,Treat it gentle,1960,1975,N/A,Da Capo Press,New York,245 p,N/A,N/A,N/A,N/A,"Transcribed from tapes he dictated before his death, the story of his life as a jazz musician in New Orleans and Paris.",N/A,1897,1959,N/A,N/A
Beck,Daisy,N/A,N/A,N/A,N/A,All the years were grand,N/A,1951,N/A,Erie Press,Chicago,257 p,N/A,N/A,N/A,N/A,"An Indiana Methodist minister's wife recalls her earlier, livelier days of work and travel.",N/A,1876,N/A,N/A,N/A
Beck,Frederick K.,N/A,N/A,Smith,H. Allen,Second carrot from the end,N/A,1946,N/A,William Morrow and Co.,New York,160 p,N/A,N/A,N/A,N/A,Experience with Roger Dahljelm as partner in development of the Farmers Market in Los Angeles.,N/A,1904,N/A,N/A,N/A
Beck,Levitt Clinton,N/A,N/A,N/A,N/A,Fighter pilot,N/A,1946,N/A,Mr. and Mrs. L.C. Beck,"Huntington Park, California",200 p,N/A,N/A,N/A,N/A,"Written near Paris in July 1944, while Beck awaited escape through the French Underground, this narrative reveals the spirit and idealism characteristic of many in World War II.",N/A,1920,1944,N/A,N/A
Becker,Carl Lotus,N/A,N/A,Kammen,Michael,"""What is the good of history?"": selected letters of Carl L. Becker, 1900-1945",1900,1973,N/A,Cornell University Press,Ithaca,374 p,N/A,N/A,N/A,N/A,"Historian Becker's letters deal extensively with historical writing, university and higher education, war, peace, domestic politics, family, and friendships.",N/A,1873,1945,N/A,N/A
Beckwourth,James Pierson,N/A,N/A,Bonner,T.D.,"The life and adventures of James P. Beckwourth: mountaineer, scout, and pioneer, and chief of the Crow Nation of Indians",1856,1972,N/A,University of Nebraska Press,Lincoln,547 p,N/A,N/A,N/A,N/A,"Beckwourth was one of the living legends of the West, a man respected among white men and Indians.",N/A,1798,1866,N/A,N/A
Bedichek,Roy,N/A,N/A,Lockwood,Ward,Adventures with a Texas naturalist,1947,1961,N/A,University of Texas Press,Austin,330 p,N/A,N/A,N/A,N/A,"A naturalist, professor of speech, and friend of J. Frank Dobie describes his experience in the Texas outdoors.",N/A,1878,1959,N/A,N/A
Beebe,Lewis,N/A,N/A,N/A,N/A,Journal of Dr. Lewis Beebe. Eyewitness Accounts of the American Revolution,1935,1971,N/A,"Arno Press, Inc.",New York,40 p,N/A,N/A,N/A,N/A,An interesting account of his experience on an expedition against Canada in 1776.,N/A,1892,1951,N/A,N/A
Beecher,George Allen,N/A,N/A,Stowe,Walter Herbert,A bishop of the Great Plains,N/A,1950,N/A,Church Historical Society,Philadelphia,218 p,N/A,N/A,N/A,N/A,"Recollections of the romance, obligations, and responsibilities of his life's work by the Episcopal bishop of western Nebraska from 1910 to 1943.",N/A,1868,1951,N/A,N/A
Beecher,Lyman,N/A,N/A,Cross,Barbara M.,Autobiography,N/A,1961,N/A,Belknap Press of Harvard University Press,Cambridge,2 v,N/A,N/A,N/A,N/A,"The notes, recollections, and correspondence of a prominent New England minister reflect his staunch devotion to Calvinism.",N/A,1775,1863,N/A,N/A
Beers,Clifford Whittingham,N/A,N/A,Coles,Robert,A mind that found itself: an autobiography,1908,1981,N/A,University of Pittsburgh Press,Pittsburgh,205 p,N/A,N/A,N/A,N/A,"His book records in precise detail his illness, the inadequate and often destructive treatment, and his later years as a philanthropist.",N/A,1876,1943,N/A,N/A
Begley,Kathleen A.,N/A,N/A,N/A,N/A,Deadline,N/A,1977,N/A,G.P. Putnam's Sons,New York,148 p,N/A,N/A,N/A,N/A,"Begley focuses on her career as a reporter, primarily for the Philadelphia Inquirer.",N/A,1948,N/A,N/A,N/A
Behrman,Martin,N/A,N/A,Kemp,John R.,Martin Behrman of New Orleans: memoirs of a city boss,N/A,1977,N/A,Louisiana State University Press,Baton Rouge,356 p,N/A,N/A,N/A,N/A,Kemp's introduction supplies a balanced correction to Behrman's understandable defense of his years as mayor and political boss of New Orleans.,N/A,1864,1926,N/A,N/A
Behrman,Samuel Nathaniel,N/A,N/A,N/A,N/A,People in a diary; a memoir,N/A,1972,N/A,"Little, Brown & Co.",Boston,338 p,N/A,N/A,N/A,N/A,"Behrman offers a finely crafted account of his life among and fascination with the wealthy, sophisticated, and amusing denizens of Hollywood and New York.",N/A,1893,1973,N/A,N/A
Behrman,Samuel Nathaniel,N/A,N/A,N/A,N/A,The suspended drawing room,N/A,1965,N/A,Stein and Day,New York,253 p,N/A,N/A,N/A,N/A,A collection of playwright Behrman's shorter prose pieces.,N/A,1893,1973,N/A,N/A
Behrman,Samuel Nathaniel,N/A,N/A,N/A,N/A,Tribulations and laughter: a memoir,N/A,1972,N/A,Hamish Hamilton,London,338 p,N/A,N/A,N/A,N/A,A loosely structured account of a prominent playwright's career in the theatrical worlds of Broadway and Hollywood.,N/A,1893,1973,N/A,N/A
Behrman,Samuel Nathaniel,N/A,N/A,N/A,N/A,Worcester account,N/A,1954,N/A,Random House,New York,239 p,N/A,N/A,N/A,N/A,"A playwright recalls his youth in Worcester, Massachusetts, and his Jewish upbringing.",N/A,1893,1973,N/A,N/A
Beidelman,George Washington,N/A,N/A,Vanderslice,Catherine H.,Civil War letters of George Washington Beidelman,N/A,1978,N/A,Vantage Press,New York,212 p,N/A,N/A,N/A,N/A,"Beidelman was an enlisted man in the Union Army from 1861 until he died, probably of pneumonia, in March, 1864, just before his 25th birthday. In heavily religious letters to family and friends, he describes in detail a number of the major Civil War battles in which he participated, including the Second Battle of Manassas and the Battle of Gettysburg.",N/A,1839,1864,N/A,N/A
Bel Geddes,Norman,N/A,N/A,Kelley,William,Miracle in the evening: an autobiography,N/A,1960,N/A,"Doubleday and Co., Inc.","Garden City, New York",352 p,N/A,N/A,N/A,N/A,"The extraordinary life of a designer-engineer whose work spanned art, dance, theater, and industry, a modern renaissance architect.",N/A,1893,1958,N/A,N/A
Belden,Josiah,N/A,N/A,Nunis,Doyce B. Jr.,"Josiah Belden, 1841 California overland pioneer: his memoir and early letters",N/A,1962,N/A,The Talisman Press,"Georgetown, California",150 p,N/A,N/A,N/A,N/A,"The dictated memoir of Belden's journey with the 1841 Bartleson overland expedition and his description of early days in California. Letters to his sister, extensive notes, commentary, and bibliography are included.",N/A,1815,1892,N/A,N/A
Bell,Margaret Van Horn (Dwight),N/A,N/A,Farrand,Max,A journey to Ohio in 1810 as recorded in the journal of Margaret Van Horn Dwight,N/A,1912,N/A,Yale University,New Haven,64 p,N/A,N/A,N/A,N/A,"The witty, lively account of a twenty-year-old woman's wagon trip from New Haven, Connecticut, to Warren, Ohio, recording the accents and actions of the people she meets, the discomfort of poor inns, poor roads, November weather in the mountains, rowdy Pennsylvania Dutch wagoners, and Methodists who fail to observe the sabbath as she would have them.",N/A,1790,1834,N/A,N/A
Bell,Marguerite N.,N/A,N/A,N/A,N/A,The lives and times of just Molly: an autobiography,N/A,1980,N/A,Golden Valley Press,Minneapolis,208 p,N/A,N/A,N/A,N/A,"At 91, Bell wrote this book as ""a celebration of freedom in personal relationships."" She vividly describes her childhood in Minneapolis, her pleasure in music and love of kindergarten teaching, both traded for marriage with Dwight Bell in 1911, and the challenges of raising six children during the Depression.",N/A,1888,N/A,N/A,N/A
Bellah,James Warner,N/A,N/A,N/A,N/A,Irregular gentleman,N/A,1948,N/A,Doubleday,"Garden City, New York",248 p,N/A,N/A,N/A,N/A,"A breezy narrative of travel, sex, and adventure in various exotic ports, by a writer attempting to convey the significance of ""real"" experience in a meaningful life.",N/A,1899,1976,N/A,N/A
Belli,Melvin Mouron,N/A,N/A,Kaiser,Robert Blair,Melvin Belli: my life on trial: an autobiography,N/A,1976,N/A,William Morrow and Co.,New York,351 p,N/A,N/A,N/A,N/A,"This flamboyant California trial lawyer recounts his childhood, his college days, and notable trials in which he often won large settlements for injured clients.",N/A,1907,N/A,N/A,N/A
Bellow,Saul,N/A,N/A,N/A,N/A,To Jerusalem and back: a personal account,N/A,1976,N/A,The Viking Press,New York,182 p,N/A,N/A,N/A,N/A,"Jewish novelist Bellow describes a trip he and his wife took to Israel in 1976, characterizing its population and discussing the country's past, present, and future.",N/A,1915,N/A,N/A,N/A
Belmont,Eleanor (Robson),N/A,N/A,N/A,N/A,Fabric of memory,N/A,1957,N/A,"Farrar, Straus and Cudahy",New York,311 p,N/A,N/A,N/A,N/A,"The story of her remarkable career as a prominent actress, her retirement, and her second career as a patron of the arts and welfare leader.",N/A,1879,1979,N/A,N/A
Belton,Howard C.,N/A,N/A,Weston,Myra,Under eleven governors,N/A,1977,N/A,Binford & Mort,"Portland, Oregon",90 p,N/A,N/A,N/A,N/A,"Belton, an Oregon farmer, provides a brief account of his public service under eleven governors, identifying major accomplishments and political challenges.",N/A,1893,N/A,N/A,N/A
Bemelmans,Ludwig,N/A,N/A,N/A,N/A,My life in art,N/A,1958,N/A,Harper and Brothers,New York,64 p,N/A,N/A,N/A,N/A,An artist-writer discusses his early interest in painting and the years in Paris when he learned to use oils.,N/A,1898,1962,N/A,N/A
Bench,Johnny (Lee),N/A,N/A,Brashler,William,Catch you later: the autobiography of Johnny Bench,N/A,1979,N/A,"Harper & Row, Publishers",New York,245 p,N/A,N/A,N/A,N/A,"A catcher recounts his journey from the minor leagues to the Cincinnati Reds, the World Series, and the record books.",N/A,1947,N/A,N/A,N/A
Bendiner,Alfred,N/A,N/A,N/A,N/A,Translated from the Hungarian; notes toward an autobiography,N/A,1967,N/A,A.S. Barnes & Co.,"South Brunswick, New Jersey",317 p,N/A,N/A,N/A,N/A,"After serving in World War I, he became an architect in Philadelphia, reflecting the wit of his satire and the enormous pleasure of his life.",N/A,1899,1964,N/A,N/A
Benet,Stephen Vincent,N/A,N/A,Fenton,Charles A.,Selected letters,N/A,1960,N/A,Yale University Press,New Haven,436 p,N/A,N/A,N/A,N/A,A cross-section of letters selected from his extensive correspondence to illustrate the development of his personal and professional life over the years.,N/A,1898,1943,N/A,N/A
Benjamin,Harold Raymond W.,N/A,N/A,Peddiwell,J. Abner,Sage of Petaluma: autobiography of a teacher,N/A,1965,N/A,McGraw-Hill Book Co.,New York,233 p,N/A,N/A,N/A,N/A,Purports to be a 'mythical autobiography' and claims that the events never happened to anyone in particular and yet 'they happened to everyone of my generation and background.',N/A,1893,1969,N/A,N/A
Bennett,Abram Elting,N/A,N/A,N/A,N/A,Fifty years in neurology and psychiatry,N/A,1972,N/A,Intercontinental Medical Book Corporation,New York,166 p,N/A,N/A,N/A,N/A,"The author describes his own work and achievements, his teacher-scholar contacts in younger days, unusual cases demonstrating the growth of knowledge through research, and hospital activities.",N/A,1898,N/A,N/A,N/A
Bennett,James Augustus,N/A,N/A,Brooks,Clinton E.,"Forts and forays: the diary of a dragoon in New Mexico, 1850-1856",N/A,1948,N/A,University of New Mexico Press,Albuquerque,85 p,N/A,N/A,N/A,N/A,"A volunteer at 18, Bennett moved with the army from Rochester, New York, to Santa Fe, New Mexico. His diary vividly describes the primitive conditions of army life, the brutal treatment within the army as well as in Indian wars, and the conflict of cultures among Whites, Spanish, and Indians.",N/A,1831,1909,N/A,N/A
Bennett,Joan,N/A,N/A,Kibbee,Lois,Bennett playbill,N/A,1970,N/A,"Holt, Rinehart & Co.",New York,332 p,N/A,N/A,N/A,N/A,"Bennett's recollections of her volatile and controversial theatrical family. 'The Bennetts,' she says, 'were like a forest fire; the minute the flames were put out in one spot, they'd pop up in another.'",N/A,1910,N/A,N/A,N/A
Bennett,Kay,N/A,N/A,N/A,N/A,Kaibah: recollection of a Navajo girlhood,N/A,1964,N/A,Westernlore Press,Los Angeles,253 p,N/A,N/A,N/A,N/A,"A third person narrative about Kaibah (Kay Bennett) describing her life in an 'average Navajo family' on a reservation in New Mexico (1928-1935), including good detail of daily life and rituals, the struggle to maintain Navajo ways in a changing culture, and a chapter on the Depression.",N/A,1921,N/A,N/A,N/A
Bentley,Elizabeth,N/A,N/A,N/A,N/A,Out of bondage: the story of Elizabeth Bentley,N/A,1951,N/A,Devin-Adair,New York,311 p,N/A,N/A,N/A,N/A,"Agent who worked with the American Communist Party and Russian Secret Police describes what she did, the people with whom she was involved, and her subsequent decision to report all to the FBI.",N/A,1908,1963,N/A,N/A
Bentley,William,N/A,N/A,N/A,N/A,"Diary of William Bentley, D.D., pastor of the East Church, Salem, Mass.",N/A,1962,N/A,Peter Smith,"Gloucester, Massachusetts",4v. Index,N/A,N/A,N/A,N/A,"A popular pastor noted for his Catholic and liberal views of Christianity and distinguished for his social virtues as well, who helped prepare the way for Unitarianism.",N/A,1795,1819,N/A,N/A
Benton,Joseph,N/A,N/A,Nugent,B.A.,Oklahoma tenor; musical memories of Giuseppe Bentonelli,N/A,1973,N/A,University of Oklahoma Press,Norman,150 p,N/A,N/A,N/A,N/A,"As Giuseppe Bentonelli, he was the first major American operatic artist to become highly popular in Europe. He made his American debut in Chicago, sang several roles at the Metropolitan, and then toured extensively before he returned to his home state and served as a professor of music at the University of Oklahoma.",N/A,N/A,N/A,N/A,N/A
Benton,Thomas Hart,N/A,N/A,N/A,N/A,An American in art: a professional and technical autobiography,N/A,1969,N/A,University Press of Kansas,Lawrence,197 p. Index,N/A,N/A,N/A,N/A,"An account of his technical development as an artist, as distinct from his personal autobiography, An Artist in America. This volume includes 68 reproductions of his paintings and 'American Regionalism: A Personal History of the Movement.'",N/A,1889,1975,N/A,N/A
Benton,Thomas Hart,N/A,N/A,N/A,N/A,An artist in America,1939,1968,N/A,University of Missouri Press,Columbia,369 p.,N/A,N/A,N/A,N/A,The amplified version of Benton's well-written autobiography includes comments on the artist from the perspective of his role in the regionalist movement in American art. This edition also includes his activity since the 1951 edition when he was contemplating retirement.,N/A,1889,1975,N/A,N/A
Berenson,Bernard,N/A,N/A,Kiel,Hanna,"Bernard Berenson treasury: a selection from the works, unpublished writings, letters, diaries, and journals of the most celebrated humanist of our times, 1887-1958",N/A,1962,N/A,"Simon & Schuster, Inc.",New York,414 p. Index,N/A,N/A,N/A,N/A,"An anthology of the art critic's writings, half previously unpublished, affords a record of his thoughts about and reactions to ideas, people, and events through his books, essays, letters, and diaries from 1887 to 1958.",N/A,1865,1959,N/A,N/A
Berenson,Bernard,N/A,N/A,Morra,Umberto,Conversations with Berenson,N/A,1965,N/A,Houghton Mifflin Co.,Boston,305 p. Index,N/A,N/A,N/A,N/A,"A compilation of notes of many conversations, 1931-1940, which Morra had with art critic Berenson at his villa in Italy. Berenson speaks on a variety of subjects: worldly and artistic experience, knowledge of the past and present, of men and of nations, and of art, history, music, literature.",N/A,1865,1959,N/A,N/A
Berenson,Bernard,N/A,N/A,N/A,N/A,"Passionate sightseer: from the diaries, 1947-1956",N/A,1960,N/A,Simon and Schuster,New York,200 p. Index,N/A,N/A,N/A,N/A,A distinguished art historian records his passion for the visual world of art and nature in journals of his travels in North Africa and Italy after World War II.,N/A,1865,1959,N/A,N/A
Berenson,Bernard,N/A,N/A,N/A,N/A,Rumor and reflection,N/A,1952,N/A,Simon and Schuster,New York,458 p. Index,N/A,N/A,N/A,N/A,"Written primarily from his villa outside Florence, Italy, from January, 1941, to November, 1944, this wartime diary contains the author's day-to-day impressions of what was happening in Italy and the world beyond.",N/A,1865,1959,N/A,N/A
Berenson,Bernard,N/A,N/A,N/A,N/A,Sketch for a self-portrait,N/A,1949,N/A,"Pantheon Books, Inc.",New York,185 p,N/A,N/A,N/A,N/A,"Written somewhere in hiding during World War II, this book reflects the warmth and dignity, the wisdom and curiosity of the man who was a major influence in the establishment of American art collections during the early part of the century.",N/A,1865,1959,N/A,N/A
Berenson,Bernard,N/A,N/A,Mariano,Micky,Sunset and twilight: from the diaries of 1947-1958,N/A,1963,N/A,"Harcourt, Brace and World, Inc.",New York,547 p,N/A,N/A,N/A,N/A,Selections from his diaries intended to depict his personal life and thoughts more fully than previous publications from the diaries.,N/A,1865,1959,N/A,N/A
Berg,Gertrude,N/A,N/A,Berg,Cherney,Molly and me,N/A,1961,N/A,"McGraw-Hill Book Co., Inc.",New York,278 p,N/A,N/A,N/A,N/A,In 1929 she sold NBC on a script called 'The Rise of the Goldbergs.' She played the part of Molly; the show grew out of her deeply Jewish family life and entertained radio audiences for years.,N/A,1900,1966,N/A,N/A
Berger,Elmer,N/A,N/A,N/A,N/A,Memoirs of an anti-Zionist Jew,N/A,1978,N/A,Institute for Palestine Studies,"Washington, D.C.",159 p,N/A,N/A,N/A,N/A,"The memoirs of an anti-Zionist, pro-Arab Jew whose rabbinical connections led high-level Jewish organizations to oppose the view that Israel should be a real homeland for Jews and to promote the rights of Arab Palestinians.",N/A,1908,N/A,N/A,N/A
Bergman,Ingrid,N/A,N/A,Burgess,Alan,Ingrid Bergman: my story,N/A,1980,N/A,Delacorte Press,New York,504 p,N/A,N/A,N/A,N/A,Actress Bergman candidly discusses her rise from Stockholm's Royal Dramatic School to international film stardom.,N/A,1915,N/A,N/A,N/A
Berle,Adolf Augustus,N/A,N/A,Bishop Berle,Beatrice,"Navigating the rapids, 1918-1971",N/A,1973,N/A,Harcourt,New York,859 p,N/A,N/A,N/A,N/A,"A graduate of Harvard and man of broad interests, Berle records in his papers his never-finished study of the interaction between corporate and political power.",N/A,N/A,1971,N/A,N/A
Berle,Milton,N/A,N/A,Frankel,Haskel,"Milton Berle, an autobiography",N/A,1974,N/A,Delacorte Press,New York,337 p,N/A,N/A,N/A,N/A,"Using the brusque aggressive tone of his comic image, Berle talks about his sixty years in show business.",N/A,1908,N/A,N/A,N/A
