author1_last_name,author1_first_name,author2_last_name,author2_first_name,editor1_last_name,editor1_first_name,title,original_date_of_publication,second_or_later_date_of_publication,volume,publisher,publisher_location,number_of_pages,dictation,name_of_transcriber,translation,name_of_translator,summary,occupations,date_of_birth,date_of_death,place_of_birth,other_places_lived
Ethridge,Willie,N/A,N/A,N/A,N/A,This little pig stayed home.,1835,1944,N/A,N.Y.: Vanguard,New York,240 p.,N/A,N/A,N/A,N/A,"A woman’s wartime life on the home front in Kentucky, 1942 — 1943.",N/A,N/A,N/A,N/A,N/A
Etter,Maria Beulah,N/A,N/A,N/A,N/A,Acts of the Holy Ghost.,1836,1912,N/A,Dallas: Worley pr. co.,Dallas,581 p.,N/A,N/A,N/A,N/A,"Evangelist of the United Brethren Church who did much of her work in Indiana, Missouri and Iowa.",Evangelist,1844,N/A,N/A,N/A
Eubank,Reuben Blakey,N/A,N/A,N/A,N/A,Autobiography.,1837,N/A,N/A,N.Y.: James T. White,N.Y.,281 p.,N/A,N/A,N/A,N/A,New York lawyer who came to Minnesota in 1881 where he promoted railroads and telegraph. During 1893-95 he was mayor of Minneapolis.,"Lawyer, Mayor",1845,N/A,N/A,N/A
Evans,Charles,N/A,N/A,N/A,N/A,Chick Evans’ golf book.,1840,1921,N/A,N.Y.: pub. for Thomas E. Wilson,N.Y.,343 p.,N/A,N/A,N/A,N/A,Amateur golfing champion.,Golfer,1890,N/A,N/A,N/A
Evans,Frederick William,N/A,N/A,N/A,N/A,"Autobiography of a Shaker, and revelation of the apocalypse.",1841,1869,N/A,"Mt. Lebanon, N.Y.: F. W. Evans",Mt. Lebanon,162 p.,N/A,N/A,N/A,N/A,"Political and economic reformer, and one of the Shaker leaders in New York. The author was born in England.","Political reformer, Economic reformer, Shaker leader",1808,1893,England,N/A
Evans,Holden A.,N/A,N/A,N/A,N/A,One man’s fight for a better Navy.,1842,N.Y.,N/A,"Dodd, Mead",N.Y.,351 p.,N/A,N/A,N/A,N/A,Naval officer and shipbuilder.,"Naval officer, Shipbuilder",1871,N/A,N/A,N/A
Evans,Hugh Davey,N/A,N/A,N/A,N/A,Hugh Davey Evans. A memoir founded upon recollections written by himself.,1843,1870,N/A,Hartford: pr. by the Church press co.,Hartford,182 p.,N/A,Hall Harrison,N/A,N/A,"A Baltimore lawyer, active in the Protestant Episcopal Church, and a writer on the theology and ecclesiastical law of the Church.","Lawyer, Writer",1792,1868,N/A,Baltimore
Evans,Joshua,N/A,N/A,N/A,N/A,"A journal of the life, travels, religious exercises, and labours in the work of the ministry, of Joshua Evans.",1844,1837,N/A,"Byberry: John & Isaac Comley, J. Richards, pr.",Phila.,212 p.,N/A,N/A,N/A,N/A,In most of the Atlantic seaboard states.,N/A,1731,1798,N/A,"Gloucester county, New Jersey"
Evans,Richard C.,N/A,N/A,N/A,N/A,"Twenty years in hell; or, the life, experience, trials and tribulations of a morphine fiend.",1845,1909,N/A,Lamoni: Herald pub. house,Lamoni,284 p.,N/A,N/A,N/A,N/A,"Mormon of the Reorganized Church who preached in Illinois, Michigan and Ohio.",Mormon minister,1861,N/A,Canada,N/A
Evans,Robley Dunglison,N/A,N/A,N/A,N/A,A sailor’s log; recollections of forty years of naval life.,1846,1901,N/A,N.Y.: D. Appleton,N.Y.,467 p.,N/A,N/A,N/A,N/A,Naval officer who saw action in the Civil War and Spanish-American War.,Naval officer,1846,1912,N/A,N/A
Evans,Robley Dunglison,N/A,N/A,N/A,N/A,An admiral’s log; being continued recollections of naval life.,1847,1911,N/A,N.Y.: D. Appleton,N.Y.,467 p.,N/A,N/A,N/A,N/A,The author’s career from the close of the Spanish-American War until his retirement in 1909.,Naval officer,1846,1912,N/A,N/A
Evans,Warren F.,N/A,N/A,N/A,N/A,Autobiography of a Shaker.,1848,1869,N/A,"Mount Lebanon, N.Y.: the author",Mount Lebanon,162 p.,N/A,N/A,N/A,N/A,The story of his conversion.,N/A,N/A,N/A,N/A,N/A
Evarts,John W.,N/A,N/A,N/A,N/A,Light of life.,1849,1909,N/A,Oklahoma City: the author,Oklahoma City,485 p.,N/A,N/A,N/A,N/A,Itinerant printer and apostle of 'scientific religion'.,Printer,1837,N/A,N/A,N/A
"F., M.T.",N/A,N/A,N/A,N/A,N/A,My Chinese marriage.,1857,1922,N/A,N.Y.: Duffield,N.Y.,169 p.,N/A,N/A,N/A,N/A,"The life in China of an American girl, who tells of her family life.",N/A,N/A,N/A,N/A,N/A
Everett,Syble,Byrd,N/A,N/A,N/A,Adventures with life; an autobiography of a distinguished Negro citizen.,1850,1945,N/A,Boston: Meador,Boston,182 p.,N/A,N/A,N/A,N/A,"School teacher and director of physical education, in Kansas and Oklahoma.","School teacher, Director of physical education",N/A,N/A,N/A,N/A
Everton,Walter Marion,N/A,N/A,N/A,N/A,Autobiography.,1851,1942,N/A,Logan:,N/A,p. 1 — 47.,N/A,N/A,N/A,N/A,"Utah teacher and merchant, including his missions for Mormons to North Carolina and Georgia.","Teacher, Merchant",1876,N/A,N/A,N/A
Vstifeef,Alexander,N/A,N/A,N/A,N/A,The traitor.,1852,1938,N/A,N.p.,N/A,112 p.,N/A,N/A,N/A,N/A,An account of his efforts to combat Communism in the twenties by a man who fled Russia.,N/A,N/A,N/A,N/A,N/A
Ewell,Samuel Holbrook,N/A,N/A,N/A,N/A,Original poems.,1853,1901,N/A,"Romeo, Mich: pr.",N/A,146 p.,N/A,N/A,N/A,N/A,Michigan farmer and businessman.,"Farmer, Businessman",1819,1908,N/A,Michigan
Eyland,Seth,N/A,N/A,N/A,N/A,The evolution of a life.,1854,1884,N/A,N.Y.: S.W. Green,N.Y.,336 p.,N/A,N/A,N/A,N/A,Includes his experiences as a soldier in the Union army. The remainder deals with journalism in New England and business in Texas. The Library of Congress assigns the authorship to David E. Cronin. Halkett names Silas E. Reynolds as the author.,N/A,1839,N/A,N/A,N/A
Eytinge,Rose,N/A,N/A,N/A,N/A,"Memories of Rose Eytinge, being recollections and observations of men, women, and events, during half a century.",1855,N/A,N/A,N.Y.: Frederick A. Stokes co.,N.Y.,311 p.,N/A,N/A,N/A,N/A,Theatrical reminiscences and memories of her years in Egypt as the wife of the American consul-general.,N/A,1838,1911,N/A,N/A
Fackler,Samuel A.,N/A,N/A,N/A,N/A,"Ups and downs of a country editor, mostly downs.",1858,N.d.,N/A,N.p.: Collins job print,N/A,103 p.,N/A,N/A,N/A,N/A,"In Georgia, Alabama and Florida.",Editor,N/A,N/A,N/A,N/A
Fagan,James Octavius,N/A,N/A,N/A,N/A,The autobiography of an individualist.,1859,1912,N/A,Boston & N.Y.: Houghton Mifflin,Boston,290 p.,N/A,N/A,N/A,N/A,Author of Confessions of a railroad signalman. Youthful adventures in Brazil and South Africa; telegraph operator and tower signalman on New England railroads; intellectual development and opinions on railroad and labor problems.,"Telegraph operator, Signalman",1859,N/A,N/A,N/A
Fairback,Henry,N/A,N/A,N/A,N/A,A wanderer.,1860,1912,N/A,St. Louis: Commercial prntg. co.,St. Louis,63 p.,N/A,N/A,N/A,N/A,German born building contractor and banker in Missouri tells also of his early days as a carpenter in Illinois and a deck hand on the Mississippi. During the Civil War he served with an Illinois outfit.,"Building contractor, Banker",1839,N/A,Germany,"Illinois, Missouri"
Fairbank,Calvin,N/A,N/A,N/A,N/A,Rev. Calvin Fairbank during slavery times.,1861,1890,N/A,Chicago: R. R. McCabe,Chicago,207 p.,N/A,N/A,N/A,N/A,By a Methodist clergyman who lived in New England and in the South. Abolitionist.,"Methodist clergyman, Abolitionist",1816,N/A,N/A,"New England, South"
Fairchild,David Grandison,N/A,N/A,N/A,N/A,The world was my garden.,1862,1938,N/A,N.Y.: Scribner’s,New York,494 p.,N/A,N/A,N/A,N/A,N/A,N/A,1869,N/A,N/A,N/A
Fairclough,Henry Rushton,N/A,N/A,N/A,N/A,"Warming both hands; the autobiography of Henry Rushton Fairclough, including his experiences under the American Red Cross in Switzerland and Montenegro.",1938,1941,N/A,Stanford univ. press,"Stanford univ., Calif.",629 p.,N/A,N/A,N/A,N/A,"Experiences at Stanford University, where the author taught Latin and Greek, 1893 — 1927; also teaching experiences elsewhere as a visiting professor; war relief work during the first World War.","Explorer of plants, Professor",1862,N/A,N/A,N/A
Fairfield,Harrison,N/A,N/A,Pond,Enoch,The wreck and the rescue.,1858,N/A,N/A,Massachusetts Sabbath school society,Boston,157 p.,N/A,N/A,N/A,N/A,A New England Congregational clergyman.,Clergyman,1812,1855,N/A,N/A
Fairfield,Jane,N/A,N/A,N/A,N/A,The autobiography of Jane Fairfield; embracing a few select poems by Sumner Lincoln Fairfield.,1860,N/A,N/A,Bazin & Ellsworth,Boston,328 p.,N/A,N/A,N/A,N/A,"Account of her life with her husband, Sumner Lincoln Fairfield, the poet, and of her family troubles, beset with poverty and insanity.","Author, Poet",1810,N/A,N/A,N/A
Falk,Louis,N/A,N/A,N/A,N/A,Across the little space; the life story of Dr. Louis Falk as told to his great-grand-daughter Dorothy Cara Strong.,1933,N/A,N/A,The W.D. Bauman co.,Chicago,95 p.,YES,Francesca Falk Miller,N/A,N/A,"Organist, composer and music teacher, who lived in Chicago.","Organist, Composer, Music Teacher",1848,1925,N/A,N/A
Fanning,David,N/A,N/A,N/A,N/A,"The narrative of Colonel David Fanning, (a Tory in the Revolutionary War with Great Britain;) giving an account of his adventures in North Carolina, from 1775 to 1783.",1861,N/A,N/A,printed for private distribution only,"Richmond, Va.",92 p.,N/A,N/A,N/A,N/A,As described by the title.,Revolutionary War Colonel,1756,1825,N/A,N/A
Fanning,Edmund,N/A,N/A,N/A,N/A,Voyages and discoveries...1729 — 1832.,1924,N/A,N/A,Marine research society,Salem,330 p.,N/A,N/A,N/A,N/A,New England sea-captain and explorer.,"Sea-Captain, Explorer",1769,1841,N/A,N/A
Fanning,Nathaniel,N/A,N/A,Barnes,John S.,Fanning’s narrative...1778 — 1783.,1912,N/A,N/A,Naval historical soc.,N.Y.,258 p.,N/A,N/A,N/A,N/A,Officer in the U.S. Navy who served with John Paul Jones.,Officer in the U.S. Navy,1755,1805,N/A,N/A
Fanning,Thomas W.,N/A,N/A,N/A,N/A,The hairbreadth escapes and humorous adventures of a volunteer in the cavalry service.,1865,N/A,N/A,P.C. Browne,Cine.,200 p.,N/A,N/A,N/A,N/A,Civil War.,Cavalry Volunteer,N/A,N/A,N/A,N/A
Farley,Edwin,N/A,N/A,N/A,N/A,"Experience of a soldier, 1861 — 1865.",1918,N/A,N/A,Billings pr. co.,Paducah,Ill p.,N/A,N/A,N/A,N/A,In a Wisconsin outfit.,Soldier,N/A,N/A,N/A,N/A
Farley,James Aloysius,N/A,N/A,N/A,N/A,"Behind the ballots, the personal history of a politician.",1938,N/A,N/A,"Harcourt, Brace",N.Y.,376 p.,N/A,N/A,N/A,N/A,By the famous New York politician who was associated with F. D. Roosevelt.,Politician,N/A,N/A,N/A,N/A
Farley,Joseph Pearson,N/A,N/A,N/A,N/A,West Point in the early sixties.,1902,N/A,N/A,Pafraets,"Troy, N.Y.",201 p.,N/A,N/A,N/A,N/A,"The story of his student days, followed by his experiences as an officer in the Union army.",Officer in the Union Army,N/A,N/A,N/A,N/A
Farnham,Eliza Woodson,N/A,N/A,N/A,N/A,"California, in-doors and out; or, how we farm, mine and live.",1856,N/A,N/A,"Dix, Edwards & co.",N.Y.,508 p.,N/A,N/A,N/A,N/A,California about 1851.,Author,1815,1864,N/A,N/A
Farnham,Joseph E. C.,N/A,N/A,N/A,N/A,Brief historical data and memories of my boyhood days in Nantucket.,1923,N/A,2d ed.,priv. pr.,Providence,319 p.,N/A,N/A,N/A,N/A,"A boyhood story, including his days as an apprentice to a printer in the sixties.","Author, Printer",b. 1840?,N/A,N/A,N/A
Farnham,Ralph,N/A,N/A,C. W.,Clarence,A biographical sketch of...the sole survivor of the glorious battle of Bunker Hill.,1860,N/A,N/A,N/A,Boston,48 p.,N/A,N/A,N/A,N/A,From conversations gleaned by the writer describing the life of a farmer in Maine.,Farmer,1756,1861,N/A,N/A
Farnsworth,Floyd Forney,N/A,N/A,N/A,N/A,Saga of a country doctor among the West Virginia hills.,1940?,N/A,N/A,N/A,Milton? W.Va.,130 p.,N/A,N/A,N/A,N/A,Includes his experiences in the first World War and in the U.S. Public Service.,Country Doctor,b. 1869,N/A,N/A,N/A
Farquhar,Arthur B.,N/A,N/A,N/A,N/A,The first million the hardest.,1922,N/A,N/A,"Doubleday, Page","Garden City, N.Y.",316 p.,N/A,N/A,N/A,N/A,Manufacturer in Pa. The period covered is 1850 — 1920.,Manufacturer,N/A,N/A,N/A,N/A
Farrar,Geraldine,N/A,N/A,N/A,N/A,The autobiography of Geraldine Farrar: Such sweet compulsion.,1938,N/A,N/A,The Greystone press,N.Y.,303 p.,N/A,N/A,N/A,N/A,Memories of an American singer and opera star.,"Singer, Opera Star",b. 1882,N/A,N/A,N/A
Fearn,Anne,Walter,N/A,N/A,N/A,My days of strength; an American woman doctor’s forty years in China.,1916,1939,N/A,Houghton Mifflin,Boston & N.Y.,115 p.,N/A,N/A,N/A,N/A,This includes the story of her childhood which is not in the item that follows.,Doctor,b. 1867,N/A,N/A,N/A
Featherston,Edward Baxter,N/A,N/A,N/A,N/A,Blue star... by Kunigunde Duncan.,1938,N/A,N/A,Caxton printers,"Caldwell, Idaho",211 p.,N/A,N/A,N/A,N/A,Teacher and missionary who during 1881 — 88 was located in Nebraska and the Dakota territory.,"Teacher, Missionary",N/A,N/A,N/A,N/A
Fellows,Dexter William,N/A,N/A,N/A,N/A,This way to the big show.,1936,1937,N/A,The Viking press,N.Y.,362 p.,N/A,N/A,N/A,N/A,Reminiscences of the famous press agent for Buffalo Bill and for the Barnum & Bailey and Ringling circuses.,Press Agent,1871,1937,N/A,N/A
Felton,Rebecca,Latimer,N/A,N/A,N/A,Country life in Georgia in the days of my youth.,1919,1930,N/A,N/A,Atlanta,248 p.,N/A,N/A,N/A,N/A,A story of youth by a U.S. Senator and writer.,"U.S. Senator, Writer",1835,1930,N/A,N/A
Fenger,Christian,N/A,N/A,N/A,N/A,Autobiography.,N/A,1912,Vol. 1,W. B. Saunders,Phila.,1—5,N/A,N/A,N/A,N/A,"Surgeon, pathologist and professor of medicine in Chicago.","Surgeon, Pathologist, Professor of Medicine",1840,1902,N/A,N/A
Fennell,James,N/A,N/A,N/A,N/A,An apology for the life of James Fennell.,1814,N/A,N/A,Moses Thomas,Phila.,510 p.,N/A,N/A,N/A,N/A,English actor who spent the latter part of his life in the United States. He also engaged unsuccessfully in the business of extracting salt from seawater.,Actor,1766,1816,N/A,N/A
Ferber,Edna,N/A,N/A,N/A,N/A,A peculiar.,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,b. 1887,N/A,N/A,N/A
Ferber,Edna,N/A,N/A,N/A,N/A,treasure,1939,N/A,N/A,"Doubleday, Doran &co.",N.Y.,398 p.,N/A,N/A,N/A,N/A,N/A,Novelist,N/A,N/A,N/A,N/A
Ferebee,L. R.,N/A,N/A,N/A,N/A,Brief history of the slave life of L. R* Ferebee and four years of his ministerial life,1882,N/A,N/A,"Edwards, Broughton",Raleigh,24 p.,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Fesperman,Joseph Hamilton,N/A,N/A,N/A,N/A,The life of a sufferer,1892,N/A,N/A,Young Lutheran co.,Utica,127 p.,N/A,N/A,N/A,N/A,Lutheran pastor in North Carolina.,Lutheran pastor,1841,1892,N/A,N/A
Fetterhoff,John,N/A,N/A,N/A,N/A,The life,1883,N/A,N/A,United Brethren in Christ print.,"Chambersburg , Pa.",284 p.,N/A,N/A,N/A,N/A,Itinerant preacher in the United Brethren in Christ Church in the state of Pennsylvania.,Itinerant preacher,1798,1822,N/A,N/A
Ficke,Charles August,N/A,N/A,N/A,N/A,Memories of fourscore years,1930,N/A,N/A,Davenport,N/A,508 p.,N/A,N/A,N/A,N/A,"German born businessman, law.",N/A,b. 1850,N/A,N/A,N/A
Ferguson,Charles D.,N/A,N/A,N/A,N/A,The experiences of a forty-niner in California and Australia,1888,N/A,N/A,Williams,Cleveland,507 p.,N/A,N/A,N/A,N/A,A miner in California and Australia.,Miner,b. 1832?,N/A,N/A,N/A
Ferguson,Edward Alexander,N/A,N/A,N/A,N/A,Founding of the Cincinnati southern railway,1905,N/A,N/A,Robert Clarke co.,Cine.,163 p.,N/A,N/A,N/A,N/A,Ohio lawyer and state senator.,"Lawyer, State Senator",b. 1826,N/A,N/A,N/A
Fergusson,Harvey,N/A,N/A,N/A,N/A,"Home in the West, an inquiry into my origins",1845,N/A,N/A,"Duell, Sloan & Pearce",N.Y.,247 p.,N/A,N/A,N/A,N/A,A novelist tells of his boyhood in New Mexico.,Novelist,b. 1890,N/A,N/A,N/A
Fernald,Mark,N/A,N/A,N/A,N/A,Life of Elder Mark Fernald,1852,N/A,N/A,Geo. Moore Payne & D. P. Pike,Newburyport,405 p.,N/A,N/A,N/A,N/A,"Minister of the Christian denomination, laboring mostly in New Hampshire and Maine.",Minister,1784,1851,N/A,N/A
Fernandez-Azabal,Lilie (Bouton) de,N/A,N/A,N/A,N/A,The countess from Iowa,1936,N/A,N/A,G. P. Putnam’s sons,N.Y.,263 p.,N/A,N/A,N/A,N/A,"Recollections of the author’s stage career; later of social life in Europe, especially in Germany and Russia.",N/A,N/A,N/A,N/A,N/A
Ferris,David,N/A,N/A,N/A,N/A,Memoirs,1855,N/A,N/A,Merrihew & Thompson,Phila.,106 p.,N/A,N/A,N/A,N/A,Minister of the Friends in Connecticut and Delaware.,Minister,1707,1779,N/A,N/A
Ferris,Isaac,N/A,N/A,N/A,N/A,Memorial discourse; or fifty years’s ministry in the Reformed Church of America,1871,N/A,N/A,pr. by Edward O. Jenkins,N.Y.,38 p.,N/A,N/A,N/A,N/A,Reformed clergyman in New York and New Jersey.,Reformed clergyman,1798,1873,N/A,N/A
Ferris,Warren Angus,N/A,N/A,N/A,N/A,Life in the Rocky Mountains,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,yer and politician in Iowa.,N/A,N/A,N/A,N/A,N/A
Field,Alfred Griffith,N/A,N/A,N/A,N/A,Watch yourself go by,1912,N/A,N/A,pr. by Spohr & Glenn,"Columbus, Ohio",593 p.,N/A,N/A,N/A,N/A,Minstrel and circus performer.,"Minstrel, Circus Performer",b. 1852,N/A,N/A,N/A
Field,Benjamin F.,N/A,N/A,N/A,N/A,Reminiscences of a Boston merchant,1887,N/A,N/A,"Rand Avery co., The Franklin press",Boston,136 p.,N/A,N/A,N/A,N/A,Story of his youthful days when he shipped as supercargo to the Orient.,N/A,N/A,N/A,N/A,N/A
Field,Charles D.,N/A,N/A,N/A,N/A,Three years in the saddle from 1861 to 1865,N/A,1898,N/A,Goldfield? Iowa,N/A,74 p.,N/A,N/A,N/A,N/A,With Illinois cavalry in Missouri and Arkansas.,N/A,N/A,N/A,N/A,N/A
Field,Charles Kellogg,N/A,N/A,N/A,N/A,The story of Cheerio,1937,N/A,N/A,Garden city pub. co.,"Garden City, N.Y.",382 p.,N/A,N/A,N/A,N/A,Radio actor in California.,Radio actor,b. 1873,N/A,N/A,N/A
Field,Eugene,N/A,N/A,N/A,N/A,. . .An autoanalysis,1896,N/A,N/A,Chicago,N/A,n.p.,N/A,N/A,N/A,N/A,A brief statement by the well known literary figure.,N/A,1850,1895,N/A,N/A
Field,George,N/A,N/A,N/A,N/A,"Memoirs, incidents and reminiscences of the early history of the New Church in Michigan, Indiana, Illinois and adjacent states",1879,N/A,N/A,Swinney,N. Y.,368 p.,N/A,N/A,N/A,N/A,"By one of their clergymen. While intended as a history, much personal material is included.",N/A,N/A,N/A,N/A,N/A
Field,Isobel (Osbourne),N/A,N/A,N/A,N/A,This life I’ve loved,1937,N/A,N/A,"Longmans, Green",N.Y.,353 p.,N/A,N/A,N/A,N/A,Literary stepdaughter of R. L. Stevenson tells of her life among intellectuals.,N/A,N/A,N/A,N/A,N/A
Fisher,Mary Frances Kennedy,N/A,N/A,N/A,N/A,The gastronomical me.,1939,1943,N/A,"Duell, Sloan & Pearce",N.Y.,295 p.,N/A,N/A,N/A,N/A,Cook book writer.,Cook book writer,1908,N/A,N/A,N/A
Fisher,Milton Metcalf,N/A,N/A,N/A,N/A,Autobiography.,1940,1902,N/A,Rumford press,Concord,85 p.,N/A,N/A,N/A,N/A,"Abolitionist, banker and dealer in real estate in Massachusetts.","Abolitionist, banker, dealer in real estate",N/A,N/A,N/A,N/A
Fisher,Orion Paul,N/A,N/A,N/A,N/A,"Autobiography of Orion Paul Fisher, banker and financier.",1941,1921,N/A,San Francisco pub. co.,San Francisco,347 p.,N/A,N/A,N/A,N/A,"In Ohio, New York, Massachusetts, and on the west coast.","Banker, financier",1867,N/A,N/A,"Ohio, New York, Massachusetts, west coast"
Fisk,J.H.,N/A,N/A,N/A,N/A,"Two years before the mast, and ten behind it.",1942,1892,N/A,"Madden & Crawford, printers","Portland, Oreg.",48 p.,N/A,N/A,N/A,N/A,Sailor (19th century) in the Pacific on a whaler.,Sailor,N/A,N/A,N/A,N/A
Flske,Bradley Allen,N/A,N/A,N/A,N/A,From midshipman to rearadmiral.,1943,1919,N/A,Century,N.Y.,688 p.,N/A,N/A,N/A,N/A,U.S. Naval officer.,Naval officer,1854,N/A,N/A,N/A
Fitz,Frances Ella,N/A,N/A,N/A,N/A,Lady sourdough.,1944,1941,N/A,Macmillan,N.Y.,319 p.,N/A,N/A,N/A,N/A,Gold miner in Alaska.,Gold miner,N/A,N/A,N/A,Alaska
Fitzgerald,Oscar Penn,N/A,N/A,N/A,N/A,Sunset views.,1945,1901,N/A,"Pub. house of the M.E. Church, South",Nashville & Dallas,343 p.,N/A,N/A,N/A,N/A,Methodist clergyman.,Clergyman,1829,1911,N/A,N/A
Fitz-James,Zilla,N/A,N/A,Richards,A.,"Zilla Fitz James, the female bandit of the Southwest.",1946,1852,N/A,A. R. Orton,Little Rock,31 p.,YES,N/A,N/A,N/A,As described by the title.,N/A,1827,N/A,N/A,N/A
itzsimmons,Fred,N/A,N/A,N/A,N/A,His career of crime and his nemesis.,1947,1892,N/A,Mooar & Hill,Pittsburgh,64 p.,N/A,N/A,N/A,N/A,In Pennsylvania.,N/A,N/A,N/A,N/A,N/A
Flake,Jacob,N/A,N/A,N/A,N/A,Christian miscellany.,1948,1844,N/A,N/A,Phila.,106 p.,N/A,N/A,N/A,N/A,"Clergyman in Pa., belonging to a Baptist sect founded by John Winebrenner, known as the Church of God in America.",Clergyman,N/A,N/A,N/A,N/A
Flake,William H.,N/A,N/A,N/A,N/A,From crime to Christ.,1949,1915,N/A,Business-art-press,"Binghampton, N.Y.",62 p.,N/A,N/A,N/A,N/A,He turns to religion after a life of crime and prison in New York and Michigan.,N/A,N/A,N/A,N/A,N/A
Fleming,E. B.,N/A,N/A,N/A,N/A,Three years in a mad house.,1950,1893,N/A,"Donohue, Henneberry & co.",Chicago,234 p.,N/A,N/A,N/A,N/A,"A once successful Texas merchant tells of his life in an asylum, 1886 – 89, from which he escaped.",Merchant,N/A,N/A,N/A,Texas
Fleming,George Thornton,N/A,N/A,N/A,N/A,"My high school days, including a brief history of the Pittsburgh Central High School from 1855 to 1871 and addenda.",1951,1904,N/A,"Pittsburgh, Pa.",N/A,257 p.,N/A,N/A,N/A,N/A,As described by the title.,N/A,1855,1928,N/A,N/A
Fletcher,Daniel Cooledge,N/A,N/A,N/A,N/A,Reminiscences of California and the Civil war.,1952,1894,N/A,Press of H.S. Turner,"Ayer, Mass.",196 p.,N/A,N/A,N/A,N/A,Union soldier who from 1852 to 1860 had been a miner in California.,"Union soldier, miner",N/A,N/A,N/A,California
Fletcher,Ebenezer,N/A,N/A,N/A,N/A,"The narrative of Ebenezer Fletcher, a soldier of the Revolution, written by himself.",1953,1866,N/A,priv. pr.,N.Y.,86 p.,N/A,N/A,N/A,N/A,As described by the title.,Soldier,1761,1831,N/A,N/A
Fletcher,John Gould,N/A,N/A,N/A,N/A,Life is my song; the autobiography of John Gould Fletcher.,1954,1937,N/A,"Toronto, Farrar & Rinehart",N.Y.,406 p.,N/A,N/A,N/A,N/A,Literary figure.,Literary figure,1886,N/A,N/A,N/A
Fletcher,Philip Cone,N/A,N/A,N/A,N/A,The story of my heart.,1955,1929,N/A,Alamo pr. co.,San Antonio,344 p.,N/A,N/A,N/A,N/A,"Methodist clergyman in Arkansas, Missouri and Texas.",Methodist clergyman,1871,N/A,N/A,"Arkansas, Missouri, Texas"
Fletcher,William Andrew,N/A,N/A,N/A,N/A,Rebel private front and rear.,1956,1908,N/A,Press of Greer print,Beaumont,193 p.,N/A,N/A,N/A,N/A,With a Texas outfit.,N/A,1839,N/A,N/A,N/A
Flexner,Abraham,N/A,N/A,N/A,N/A,I remember.,1957,1940,N/A,Simon & Schuster,N.Y.,414 p.,N/A,N/A,N/A,N/A,"A Jewish physician who served for many years on the General Educational Board, his most notable achievement perhaps being the organization of the Institute for Advanced Study at Princeton.",Physician,1866,N/A,N/A,N/A
Flexner,Helen (Thomas),N/A,N/A,N/A,N/A,A Quaker childhood.,1958,1940,N/A,Yale univ. press,New Haven,335 p.,N/A,N/A,N/A,N/A,In Baltimore.,N/A,N/A,N/A,N/A,Baltimore
Flickinger,Daniel Kumler,N/A,N/A,N/A,N/A,Fifty-five years of active ministerial life.,1959,1907,N/A,United Brethren pub. house,Dayton,261 p.,N/A,N/A,N/A,N/A,Missionary of the United Brethren Church in West Africa.,Missionary,1824,1911,N/A,West Africa
Flint,Charles Ranlett,N/A,N/A,N/A,N/A,Memories of an active life.,1960,1886,N/A,N.Y.,N/A,124 p.,N/A,N/A,N/A,N/A,The author was a Negro evangelist of the African Methodist Episcopal Church.,Evangelist,1850,1934,N/A,N/A
Foraker,Joseph Benson,N/A,N/A,N/A,N/A,Notes of a busy life.,1969,1916,2 vols.,Stewart & Kidd co.,Cine.,N/A,N/A,N/A,N/A,N/A,U.S. Senator from Ohio.,U.S. Senator,1846,1917,N/A,Ohio
Foraker,Julia (Bundy),N/A,N/A,N/A,N/A,"I would live it again, memories of a vivid life.",1970,1932,N/A,Harper,N.Y.,351 p.,N/A,N/A,N/A,N/A,The wife of the U.S. Senator from Ohio tells of her social and political life.,N/A,1847,N/A,N/A,N/A
Flipper,Henry Ossian,N/A,N/A,N/A,N/A,The colored cadet at West Point.,1961,1878,N/A,Homer Lee &co.,N.Y.,322 p.,N/A,N/A,N/A,N/A,"Autobiography of Lieut. Henry Ossian Flipper, U.S.A.: first graduate of color from the U.S. Military Academy.",Lieutenant,1856,1940,N/A,N/A
Forbes,John Murray,N/A,N/A,N/A,N/A,Letters and recollections.,1971,1899,2 vols.,Houghton Mifflin,Boston & N.Y.,N/A,N/A,N/A,N/A,N/A,"This was intended for the public, while the next item was intended for the family. This one contains more editorial comment, while the second contains the greater number of letters.",N/A,1813,1898,N/A,N/A
Flying Hawk,Chief,N/A,N/A,N/A,N/A,Chief Flying Hawk’s tales.,1962,1936,N/A,Alliance press,N.Y.,56 p.,N/A,N/A,N/A,N/A,By a participant of the Custer fight.,N/A,1852,N/A,N/A,N/A
Fogarty,Tom (alias),N/A,N/A,N/A,N/A,The story of Tom Fogarty; the autobiography of a criminal (written down by Thomas Sullivan).,1963,1900,N/A,Cannon,Chicago,280 p.,N/A,Thomas Sullivan,N/A,N/A,Thief in Illinois. In the Joliet prison he used the name of John Smith.,Thief,N/A,N/A,N/A,Illinois
Folger,Allen,N/A,N/A,N/A,N/A,Twenty-five years as an evangelist.,1964,1905,N/A,James H. Earle &cco.,Boston,339 p.,N/A,N/A,N/A,N/A,Secretary of the New Hampshire Y.M.C.A. for which he did evangelical preaching.,Evangelist,1827,N/A,N/A,N/A
